jrone_no,marka,model,ccm,snaga,motor,god,model_turbine,oe_1,oe_2,cena,query_jrone_no,query_oe1,query_oe2,ccm_numbers,snaga_numbers
8G17-200-432,KIA,Sorento 2.5 CRDi,2.5L D,138HP,"D4CB,Euro3",2002-,GT1752S,282004A101,733952-0001,260.6,8G17200432,282004A101,7339520001,2.5,138
8G17-200-432,KIA,Sorento 2.5 CRDi,2.5L D,138HP,"D4CB,Euro3",2002-,GT1752S,282004A101,733952-5004S,260.6,8G17200432,282004A101,7339525004S,2.5,138
8G17-300-032,AUDI,A4 TDI,1.9L D,130HP,AVF/AWX,2000-2004,GT1749V,038145702N,717858-5009S,345.54,8G17300032,038145702N,7178585009S,1.9,130
8G17-300-032,AUDI,A6 TDI,1.9L D,130HP,AVF/AWX 8v,2001-2005,GT1749V,38145702,717858-0009,345.54,8G17300032,38145702,7178580009,1.9,130
8G17-300-032,AUDI,A4 SE TDI,2.0L D,138HP,BLB/BPW Euro 4,2004-2008,GT1749V,038145702J,717858-5010S,345.54,8G17300032,038145702J,7178585010S,2.0,138
8G17-300-032,AUDI,A4 TDI,1.9L D,130HP,AVF/AWX,2000-2004,GT1749V,038145702G,712077-0001,345.54,8G17300032,038145702G,7120770001,1.9,130
8G17-300-032,AUDI,A6 TDI,1.9L D,130HP,AVF/AWX 8v,2001-2005,GT1749V,038145702N,717858-0008,345.54,8G17300032,038145702N,7178580008,1.9,130
8G17-300-032,AUDI,A6 TDI,1.9L D,130HP,AVF/AWX 8v,2001-2005,GT1749V,038145702N,717858-0003,345.54,8G17300032,038145702N,7178580003,1.9,130
8G17-300-032,AUDI,A6 TDI,1.9L D,130HP,AVF/AWX 8v,2001-2005,GT1749V,038145702N,717858-0006,345.54,8G17300032,038145702N,7178580006,1.9,130
8G17-300-032,AUDI,A4 SE TDI,2.0L D,138HP,BLB/BPW Euro 4,2004-2008,GT1749V,038145702N,717858-0005,345.54,8G17300032,038145702N,7178580005,2.0,138
8G17-300-032,SKODA,Superb I TDI,1.9L D,130HP,AVF/AWX,2002-2007,GT1749V,038145702E,717858-0010,345.54,8G17300032,038145702E,7178580010,1.9,130
8G17-300-032,SKODA,Superb I TDI,1.9L D,130HP,AVF/AWX,2002-2007,GT1749V,038145702N,717858-0004,345.54,8G17300032,038145702N,7178580004,1.9,130
8G17-300-032,VW,Passat B5 TDI,1.9L D,130HP,AWX/AVB,2000-2005,GT1749V,038145702N,717858-0001,345.54,8G17300032,038145702N,7178580001,1.9,130
8G17-300-032,VW,Passat B& TDI,2.0L D,130HP,AWX/AVB,2000-2005,GT1749V,038145702N,717858-0002,345.54,8G17300032,038145702N,7178580002,2.0,130
8G17-300-032,VW,Passat TDI,1.9L D,130HP,AWX/AVB,2000-2005,GT1749V,038145702N,717858-0007,345.54,8G17300032,038145702N,7178580007,1.9,130
8G17-300-301,MITSUBISHI,Carisma 1.9 DI-D HP,1.9L D,120HP,F9Q800/F9Q812 Euro 2,2002-2005,GT1749V,7701477263,708639-5011S,275.41,8G17300301,7701477263,7086395011S,1.9,120
8G17-300-301,MITSUBISHI,Space Star 1.9 DI-D,1.9L D,120HP,F9Q800/F9Q812 Euro 2,2002-2005,GT1749V,7701474960,708639-0011,275.41,8G17300301,7701474960,7086390011,1.9,120
8G17-300-301,NISSAN,Primera 1.9 dci,1.9L D,120HP,F9Q800/F9Q812 Euro 2,2002-2005,GT1749V,7701478024,708639-0001,275.41,8G17300301,7701478024,7086390001,1.9,120
8G17-300-301,RENAULT,Espace dCi,1.9L D,120HP,F9Q680/F9Q820/F9Q826 Euro 2,2003-2007,GT1749V,8200683855,708639-5010S,275.41,8G17300301,8200683855,7086395010S,1.9,120
8G17-300-301,RENAULT,Laguna dCi,1.9L D,120HP,650/F9Q670/F9Q674/F9Q750 Eur,2001-2004,GT1749V,14411-00QOE,708639-0010,275.41,8G17300301,1441100QOE,7086390010,1.9,120
8G17-300-301,RENAULT,Megane II dCi,1.9L D,120HP,F9Q800/F9Q812 Euro 2,2002-2005,GT1749V,7711368748,708639-5009S,275.41,8G17300301,7711368748,7086395009S,1.9,120
8G17-300-301,RENAULT,Scenic II 1.9 dCi,1.9L D,120HP,F9Q800/F9Q812 Euro 2,2002-2005,GT1749V,7701473526,708639-0009,275.41,8G17300301,7701473526,7086390009,1.9,120
8G17-300-301,RENAULT,Espace dCi,1.9L D,120HP,F9Q680/F9Q820/F9Q826 Euro 2,2003-2007,GT1749V,8602872,708639-0007,275.41,8G17300301,8602872,7086390007,1.9,120
8G17-300-301,RENAULT,Laguna dCi,1.9L D,120HP,650/F9Q670/F9Q674/F9Q750 Eur,2001-2004,GT1749V,8200381645,708639-0008,275.41,8G17300301,8200381645,7086390008,1.9,120
8G17-300-301,RENAULT,Megane II dCi,1.9L D,120HP,F9Q800/F9Q812 Euro 2,2002-2005,GT1749V,8200110519,708639-0004,275.41,8G17300301,8200110519,7086390004,1.9,120
8G17-300-301,RENAULT,Scenic II 1.9 dCi,1.9L D,120HP,F9Q800/F9Q812 Euro 2,2002-2005,GT1749V,8200683855,708639-0002,275.41,8G17300301,8200683855,7086390002,1.9,120
8G17-300-301,VOLVO,PKW S40 I 1.9 D,1.9L D,120HP,F9Q800/F9Q812 Euro 2,2002-2005,GT1749V,8200332125,708639-0003,275.41,8G17300301,8200332125,7086390003,1.9,120
8G17-300-301,VOLVO,V40 1.9 D,1.9L D,120HP,F9Q800/F9Q812 Euro 2,2002-2005,GT1749V,8200683855,708639-0005,275.41,8G17300301,8200683855,7086390005,1.9,120
8G17-300-301,VOLVO,S40 1.9 Di,1.9LD,115HP,D4192T3,2001-2004,GT1749V,8200369581,708639-0006,275.41,8G17300301,8200369581,7086390006,1.9,115
8G17-300-793,VW,Campmobile TDI,2.5L D,130HP,R5 TDI Euro 4,2005,GTB1749V,070145701RV220,760698-5005S,554.61,8G17300793,070145701RV220,7606985005S,2.5,130
8G17-300-793,VW,T5 Transporter TDI,2.5L D,130HP,R5 TDI Euro 4,2003-2009,GTB1749V,070145701R,760698-9005S,554.61,8G17300793,070145701R,7606989005S,2.5,130
8G17-300-793,VW,Multivan TDI,2.5L D,130HP,"BNZ, Euro 4",2004-2009,GTB1749V,070145701RX,760698-5004S,554.61,8G17300793,070145701RX,7606985004S,2.5,130
8G17-300-793,VW,California TDI,2.5L D,130HP,"BNZ, Euro 4",2004-2009,GTB1749V,070145701RV,760698-5003S,554.61,8G17300793,070145701RV,7606985003S,2.5,130
8G17-300-793,VW,Caravelle TDI,2.5L D,130HP,"AXD, Euro 4",2004-2009,GTB1749V,070145701RV204,760698-0002,554.61,8G17300793,070145701RV204,7606980002,2.5,130
8G17-300-793,VW,Transporter Shuttler TDI,2.5L D,130HP,"AXD, Euro 4",2004-2009,GTB1749V,070145701RV210,760698-0003,554.61,8G17300793,070145701RV210,7606980003,2.5,130
8G17-300-793,VW,Transporter Shuttler TDI,2.5L D,130HP,"AXD, Euro 4",2004-2009,GTB1749V,070145701RV210,760698-0004,554.61,8G17300793,070145701RV210,7606980004,2.5,130
8G17-300-793,VW,Transporter TDI,2.5L D,130HP,"AXD, Euro 4",2004-2009,GTB1749V,070145701RV220,760698-0005,554.61,8G17300793,070145701RV220,7606980005,2.5,130
8G17-300-A54,FIAT,Ducato III 2.2 Hdi,2.2HDI,110HP,4H03 Euro5,2011-,GTB1749VK,9802446680,798128-0004,504.19,8G17300A54,9802446680,7981280004,2.2,110
8G17-300-A54,FIAT,Ducato III 2.2 Hdi,2.2HDI,110HP,4H03 Euro5,2011-,GTB1749VK,9676934380,798128-0002,504.19,8G17300A54,9676934380,7981280002,2.2,110
8G17-300-A54,FIAT,Ducato III 2.2 Hdi,2.2HDI,110HP,4H03 Euro5,2011-,GTB1749VK,CU3Q-6K682-BA,798128-0006,504.19,8G17300A54,CU3Q6K682BA,7981280006,2.2,110
8G17-300-A54,FIAT,Ducato III 2.2 Hdi,2.2HDI,110HP,4H03 Euro5,2011-,GTB1749VK,CU3Q6K682BB,798128-0002,504.19,8G17300A54,CU3Q6K682BB,7981280002,2.2,110
8G17-300-A54,FIAT,Ducato III 2.2 Hdi,2.2HDI,110HP,4H03 Euro5,2011-,GTB1749VK,CU3Q6K682BC,798128-0004,504.19,8G17300A54,CU3Q6K682BC,7981280004,2.2,110
8G17-30M-353,AUDI,A3 TDI,2.0L D,140HP,BKD/BMM 16v,2003-2008,GT1749V,03G253010J,724930-5009S,337.89,8G1730M353,03G253010J,7249305009S,2.0,140
8G17-30M-353,SEAT,Altea 2.0 TDI,2.0L D,140HP,BKD 16v,2006-,GT1749V,03G253019A,724930-0006,337.89,8G1730M353,03G253019A,7249300006,2.0,140
8G17-30M-353,SEAT,Toledo III 2.0 TDI,2.0L D,140HP,BKD 16v,2006-,GT1749V,03G253010J,724930-0008,337.89,8G1730M353,03G253010J,7249300008,2.0,140
8G17-30M-353,SEAT,Leon,2.0L D,140HP,BKD 16v,2006-,GT1749V,03G253014H,724930-0004,337.89,8G1730M353,03G253014H,7249300004,2.0,140
8G17-30M-353,SKODA,Octavia II 2.0 TDI,2.0L D,140HP,BKD 16v,2003-,GT1749V,03G253010J,724930-0002,337.89,8G1730M353,03G253010J,7249300002,2.0,140
8G17-30M-353,VW,Golf TDI,2.0L D,140HP,BKD 16v,2004-2009,GT1749V,03G253014H,724930-0009,337.89,8G1730M353,03G253014H,7249300009,2.0,140
8G17-30M-353,VW,Jetta TDI 140,2.0L D,138HP,BKD,2006-,GT1749V,03G253019A,724930-5010S,337.89,8G1730M353,03G253019A,7249305010S,2.0,138
8G17-30M-353,VW,Touran TDI,2.0L D,140HP,BKD 16v,2003-,GT1749V,03G253014H,724930-0010,337.89,8G1730M353,03G253014H,7249300010,2.0,140
8G17-30M-353,VW,Passat S TDI,2.0L D,138HP,BKP DPF 16v,2006-2011,GT1749V,03G253010J,724930-5012S,337.89,8G1730M353,03G253010J,7249305012S,2.0,138
8G18-300-038,MERCEDES,Sprinter CDI,2.1L D,105HP,OM611 Euro 3,2000-2010,GT1852V,A6110960899,709836-5004S,398.91,8G18300038,A6110960899,7098365004S,2.1,105
8G18-300-038,MERCEDES,Sprinter(Brazil),2.2L D,105HP,OM611,2002-,GT1852V,A6110961599,709836-0003,398.91,8G18300038,A6110961599,7098360003,2.2,105
8G18-300-038,MERCEDES,Sprinter CDI,2.1L D,127HP,OM611 Euro 2,2002-2006,GT1852V,A6110961699,709836-0001,398.91,8G18300038,A6110961699,7098360001,2.1,127
8G18-300-038,MERCEDES,Sprinter CDI,2.1L D,105HP,OM611 Euro 3,2000-2010,GT1852V,A6110960899,709836-0005,398.91,8G18300038,A6110960899,7098360005,2.1,105
8G18-300-038,MERCEDES,Sprinter(Brazil),2.2L D,105HP,OM611,2002-,GT1852V,A6110961599,778794-5002S,398.91,8G18300038,A6110961599,7787945002S,2.2,105
8G18-300-038,MERCEDES,Sprinter CDI,2.1L D,127HP,OM611 Euro 2,2002-2006,GT1852V,A6110961699,709836-0005S,398.91,8G18300038,A6110961699,7098360005S,2.1,127
8G18-300-038,MERCEDES,Sprinter CDI,2.1L D,105HP,OM611 Euro 3,2000-2010,GT1852V,A6110960899,726698-0001,398.91,8G18300038,A6110960899,7266980001,2.1,105
8G18-300-038,MERCEDES,Sprinter(Brazil),2.2L D,105HP,OM611,2002-,GT1852V,A6110961599,726698-0002,398.91,8G18300038,A6110961599,7266980002,2.2,105
8G18-300-038,MERCEDES,Sprinter CDI,2.1L D,127HP,OM611 Euro 2,2002-2006,GT1852V,A6110961699,709836-0004,398.91,8G18300038,A6110961699,7098360004,2.1,127
8I03-400-B19,ALFA ROMEO,Mito 1.4L TB,T.4L P,120HP,1.4 T-Jet 16V,2009,RHF3,55222015,VL37,239.66,8I03400B19,55222015,VL37,T.4,120
8I03-400-B19,FIAT,Bravo II 14T-Jet,1.4L P,120HP,1.4 T-Jet 16V,2007,RHF3,55212917,VL37,239.66,8I03400B19,55212917,VL37,1.4,120
8I03-400-B19,FIAT,Bravo II 14T-Jet,1.4L P,120HP,1.4 T-Jet 16V,2008,RHF3,7193892,VL39,239.66,8I03400B19,7193892,VL39,1.4,120
8I03-400-B19,LANCIA,Delta III,I.4L P,120HP,1.4 T-Jet 16V,2008,RHF3,7193892,VL37,239.66,8I03400B19,7193892,VL37,I.4,120
8M02-200-340,OPEL,Astra/Corsa / Combo,1.7L D,80HP,Y17DT(L),2004-2005,TD025M,8971852412,49173-06500,256.66,8M02200340,8971852412,4917306500,1.7,80
8M02-200-340,OPEL,Astra/Corsa / Combo,1.7L D,80HP,Y17DT(L),2004-2005,TD025M,8971852413,49173-06501,256.66,8M02200340,8971852413,4917306501,1.7,80
8M02-200-340,OPEL,Astra/Corsa / Combo,1.7L D,80HP,Y17DT(L),2004-2005,TD025M,860036,49173-06503,256.66,8M02200340,860036,4917306503,1.7,80
8M02-200-340,OPEL,Astra/Corsa / Combo,1.7L D,80HP,Y17DT(L),2004-2005,TD025M,97185241,49173-06503,256.66,8M02200340,97185241,4917306503,1.7,80
8M02-200-527,CITROEN,Berlingo  HDi 75,1.6L D,75HP,DV6B,2008-,TD025,9670371380,49173-07508,199.92,8M02200527,9670371380,4917307508,1.6,75
8M02-200-527,CITROEN,Berlingo  HDi 75,1.6L D,75HP,DV6B,2008-,TD025,0375Q5,49173-07502,199.92,8M02200527,0375Q5,4917307502,1.6,75
8M02-200-527,CITROEN,C3 HDi,1.6L D,90HP,DV6ATED4 9HX,2005-2009,TD025,9657530580,49173-07507,199.92,8M02200527,9657530580,4917307507,1.6,90
8M02-200-527,CITROEN,C3 Picasso HDi,1.6L D,90HP,DV6UTED4,2007-,TD025,9662371080,49173-07508,199.92,8M02200527,9662371080,4917307508,1.6,90
8M02-200-527,CITROEN,C4 HDi,1.6L D,90HP,DV6TED4 9HV / 9HX,2004-,TD025,9682881780,49173-07516,199.92,8M02200527,9682881780,4917307516,1.6,90
8M02-200-527,CITROEN,C4 Picasso HDi,1.6L D,90HP,DV6UTED4,2007-,TD025,9670371380,49173-07503,199.92,8M02200527,9670371380,4917307503,1.6,90
8M02-200-527,CITROEN,Xsara HDi 92,1.6L D,92HP,DV6ATED4 Euro 4,2006-2010,TD025,9657530580,49173-07506,199.92,8M02200527,9657530580,4917307506,1.6,92
8M02-200-527,CITROEN,Xsara HDi 92,1.6L D,92HP,DV6ATED4 Euro 4,2006-2010,TD025,9662371080,49173-07522,199.92,8M02200527,9662371080,4917307522,1.6,92
8M02-200-527,CITROEN,Relay HDi,1.6L D,90HP,DV6UTED4,2007-,TD025,9682881780,49173-07504,199.92,8M02200527,9682881780,4917307504,1.6,90
8M02-200-527,FORD,C-MAX TDCi,1.6L D,89HP,DV6UTED4,2005-2007,TD025,3M5Q6K682DE,49173-07502,199.92,8M02200527,3M5Q6K682DE,4917307502,1.6,89
8M02-200-527,FORD,Fiesta TDCi,1.6L D,66HP,DV6UTED4,2005-,TD025,3M5Q6K682DE,49173-07507,199.92,8M02200527,3M5Q6K682DE,4917307507,1.6,66
8M02-200-527,FORD,Focus C-MAX TDCi,1.6L D,89HP,DV6UTED4,2005-2007,TD025,3M5Q6K682DE,49173-07508,199.92,8M02200527,3M5Q6K682DE,4917307508,1.6,89
8M02-200-527,PEUGEOT,308  HDi 90,1.6L D,89HP,DV6ATED4 Euro 4,2007-,TD025,0375Q5,49173-07516,199.92,8M02200527,0375Q5,4917307516,1.6,89
8M02-200-527,PEUGEOT,308  SW HDi 90,1.6L D,89HP,DV6ATED4 Euro 4,2008-,TD025,0375J0,49173-07503,199.92,8M02200527,0375J0,4917307503,1.6,89
8M02-200-527,PEUGEOT,206 HDi,1.6L D,90HP,DV6UTED4,2007-,TD025,0375K5,49173-07506,199.92,8M02200527,0375K5,4917307506,1.6,90
8M02-200-527,PEUGEOT,207 HDi,1.6L D,90HP,DV6UTED4 9HX,2006-,TD025,0375Q4,49173-07522,199.92,8M02200527,0375Q4,4917307522,1.6,90
8M02-200-527,PEUGEOT,207 SW HDi,1.6L D,90HP,DV6UTED4 9HX,2007-,TD025,1684949,49173-07504,199.92,8M02200527,1684949,4917307504,1.6,90
8M02-200-527,PEUGEOT,307 HDi,1.6L D,90HP,DV6ATED4 9HX,2004-2007,KP35,0375Q5,54359887000,199.92,8M02200527,0375Q5,54359887000,1.6,90
8M02-200-527,PEUGEOT,307 SW HDi,1.6L D,90HP,DV6ATED4 9HX,2004-2007,TD025,0375J0,49173-07502,199.92,8M02200527,0375J0,4917307502,1.6,90
8M02-200-527,PEUGEOT,Partner HDi,1.6L D,90HP,DV6UTED4,2006-2008,TD025,0375K5,49173-07507,199.92,8M02200527,0375K5,4917307507,1.6,90
8M02-200-527,VOLVO,V50,1.6L D,90HP,DV6UTED4,2007-,TD025,0375Q4,49173-07508,199.92,8M02200527,0375Q4,4917307508,1.6,90
8M02-200-527,VOLVO,S40 HDi,1.6L D,90HP,DV6UTED4,2005-2009,KP35,1684949,54359887000,199.92,8M02200527,1684949,54359887000,1.6,90
8M03-200-987,PEUGEOT,Boxer HDI,2.2HDI,100HP,4HV PSA HHJA HHUB,2006-,TD03,0375K7,49131-05212,270.74,8M03200987,0375K7,4913105212,2.2,100
8M03-200-987,CITROEN,Jumper HDI,2.2HDI,100HP,4HV PSA HHJA HHUB,2006-,TD03,0375K7,49131-05210,270.74,8M03200987,0375K7,4913105210,2.2,100
8M03-200-987,FIAT,Ducato III 2.2 HDI,2.2HDI,100HP,4HV PSA HHJA HHUB,2006-,TD03,9659765280,49131-05200,270.74,8M03200987,9659765280,4913105200,2.2,100
8M03-200-987,CITROEN,Jumper HDI,2.2HDI,120HP,4HV PSA HHJA HHUB,2006-,TD03,0375K7,49131-05211,270.74,8M03200987,0375K7,4913105211,2.2,120
8M03-200-987,CITROEN,Jumper HDI,2.2HDI,130HP,4HV PSA HHJA HHUB,2006-,TD03,0375K7,49131-05252,270.74,8M03200987,0375K7,4913105252,2.2,130
8T10-200-691,TOYOTA,Hiace,2.5L D,102 HP,2KD-FTV,2001-,CT10,17201-30030,17201-30030,248.17,8T10200691,1720130030,1720130030,2.5,102
8T10-200-691,TOYOTA,Hilux,2.5L D,102 HP,2KD-FTV,2001-,CT10,17201-30031,CT10,248.17,8T10200691,1720130031,CT10,2.5,102
